surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
UBE2I,UBE2I,7329,ENSG00000103275,"['1A3S', '1KPS', '1Z5Q', '1Z5S', '2GRN', '2GRO', '2GRP', '2GRQ', '2GRR', '2O25', '2PE6', '2PX9', '2XWU', '3A4S', '3UIN', '3UIO', '3UIP', '4W5V', '4Y1L', '5D2M', '5F6D', '5F6E', '5F6U', '5F6V', '5F6W', '5F6X', '5F6Y', '5FQ2', '6SYF']",ubiquitin conjugating enzyme E2 I
UBF,ubf,778787,ENSCING00000011375,,transcription factor protein
UBL1,ubl1,41986954,,,Ubiquitin-like protein
VEGF-related protein,,SSCA009952,SSCA009952,,PDGF-and VEGF-related factor 3-like protein
VRP,PSEUBRA_SCAF1g00603,27418794,,,GTPase-activating protein VRP
Vascular endothelial growth factor-related protein,Flt4,100766609,,,fms related receptor tyrosine kinase 4
Vav,Vav,32920,FBgn0040068,,Vav guanine nucleotide exchange factor
WASP,WASp,43402,FBgn0024273,,WASp
Wiskott-Aldrich syndrome protein,syndrome,252800,,,syndrome
XPB,Ppa-xpb-1,WBGene00092190,WBGene00092190,,Xpb-1
YY1,YY1,7528,ENSG00000100811,"['1UBD', '1ZNM', '4C5I']",YY1 transcription factor
aFGF,FIBP,9158,ENSG00000172500,,FGF1 intracellular binding protein
acidic (alpha 1-) syntrophin,Snta1,100757978,,,syntrophin alpha 1
activin A,a,50518,ENSMUSG00000027596,,nonagouti
activin receptor,RECEPTOR,443145,,,neuropilin-1
activin type II receptor kinase,RECEPTOR,443145,,,neuropilin-1
adenosine deaminase,ADA,100,ENSG00000196839,"['1M7M', '3IAR']",adenosine deaminase
alpha-actinin,ALPHA-ACTININ,NEMVEDRAFT_v1g206855,,,Predicted protein
alpha1 syntrophin,alpha1,26122881,,,alpha1 protein
alpha1AT,serpina1,100145012,ENSXETG00000023329,,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"
armadillo-protein,SRAE_2000272900,36380435,,,Armadillo repeat and Armadillo-like helical domain and Armadillo-type fold domain-containing protein
bFGF,FGF2,118152209,,,fibroblast growth factor 2
basic (beta 2-) syntrophin,Sntb2,100754410,,,syntrophin beta 2
beta ARK,ARK,AAEL000874,,,
beta-adrenergic receptor kinase,RECEPTOR,443145,,,neuropilin-1
beta-amyloid peptide,BDCG_04929,69026997,,,amyloid beta-peptide binding protein
beta-galactosidase,Ubg,107729,,,"ubiquitin, beta-galactosidase related"
bicoid,bcd,40830,FBgn0000166,1ZQ3,bicoid
bone morphogenetic protein (BMP)-2,BMP10,118923941,,,bone morphogenetic protein 10
brain-derived neurotrophic factor,BDNF,627,ENSG00000176697,"['1B8M', '1BND']",brain derived neurotrophic factor
brain-derived neurotrophin,LOC118406849,118406849,,,brain-derived neurotrophic factor-like
c-ABL,Abl1,11350,ENSMUSG00000026842,"['1ABO', '1ABQ', '1FPU', '1IEP', '1M52', '1OPJ', '1OPK', '2HZN', '2QOH', '2Z60', '3DK3', '3DK6', '3DK7', '3IK3', '3K5V', '3KF4', '3KFA', '3MS9', '3MSS', '3OXZ', '3OY3', '5IH2', '6HD4', '6HD6']","c-abl oncogene 1, non-receptor tyrosine kinase"
c-Abl,Abl1,11350,ENSMUSG00000026842,"['1ABO', '1ABQ', '1FPU', '1IEP', '1M52', '1OPJ', '1OPK', '2HZN', '2QOH', '2Z60', '3DK3', '3DK6', '3DK7', '3IK3', '3K5V', '3KF4', '3KFA', '3MS9', '3MSS', '3OXZ', '3OY3', '5IH2', '6HD4', '6HD6']","c-abl oncogene 1, non-receptor tyrosine kinase"
c-Cbl,CAP,100307004,,,c-Cbl-associated protein
c-Fos,c-Fos,ENSDLAG00005010958,ENSDLAG00005010958,,v-fos FBJ murine osteosarcoma viral oncogene homolog Ab
c-Jun,c-Jun,101863323,,,transcription factor AP-1-like
c-Kit,KIT,112933391,,,"KIT proto-oncogene, receptor tyrosine kinase"
c-Mpl,LOC108713530,108713530,,,thrombopoietin receptor
c-Myc,c-myc,110535641,ENSOMYG00000039293,,transcriptional regulator Myc-like
c-Raf-1,raf1.L,108704012,,,"Raf-1 proto-oncogene, serine/threonine kinase L homeolog"
c-Src,Csk,12988,ENSMUSG00000032312,1JEG,c-src tyrosine kinase
c-cbl,CAP,100307004,,,c-Cbl-associated protein
c-fos,c-Fos,ENSDLAG00005010958,ENSDLAG00005010958,,v-fos FBJ murine osteosarcoma viral oncogene homolog Ab
c-jun,c-Jun,101863323,,,transcription factor AP-1-like
c-myc,c-myc,110535641,ENSOMYG00000039293,,transcriptional regulator Myc-like
calcium effector protein,RPH3AL,9501,,,rabphilin 3A like (without C2 domains)
calcium-sensing receptor,RECEPTOR,443145,,,neuropilin-1
calmodulin,CALMODULIN,104311303,,,calmodulin
calnexin,CANX,821,,,calnexin
calnexin-associated protein,MARCHF6,10299,ENSG00000145495,,membrane associated ring-CH-type finger 6
calreticulin,CALR,811,ENSG00000179218,"['2CLR', '3DOW', '3POS', '3POW', '5LK5', '5V90', '6ENY']",calreticulin
cd44,CD44,960,ENSG00000026508,"['1POZ', '1UUH', '2I83', '4PZ3', '4PZ4', '6TXS']",CD44 molecule (Indian blood group)
cdc25A,CDC25A,993,ENSG00000164045,1C25,cell division cycle 25A
cdc25B,CDC25B,994,ENSG00000101224,"['1CWR', '1CWS', '1CWT', '1QB0', '1YM9', '1YMD', '1YMK', '1YML', '1YS0', '2A2K', '2IFD', '2IFV', '2UZQ', '3FQT', '3FQU', '4WH7', '4WH9']",cell division cycle 25B
cdc7,CDC7,8317,ENSG00000097046,"['4F99', '4F9A', '4F9B', '4F9C', '5UWQ', '5UWR', '6YA6', '6YA7', '6YA8']",cell division cycle 7
cdk2,CDK2,1017,ENSG00000123374,"['1AQ1', '1B38', '1B39', '1BUH', '1CKP', '1DI8', '1DM2', '1E1V', '1E1X', '1E9H', '1F5Q', '1FIN', '1FQ1', '1FVT', '1FVV', '1G5S', '1GIH', '1GII', '1GIJ', '1GY3', '1GZ8', '1H00', '1H01', '1H07', '1H08', '1H0V', '1H0W', '1H1P', '1H1Q', '1H1R', '1H1S', '1H24', '1H25', '1H26', '1H27', '1H28', '1HCK', '1HCL', '1JST', '1JSU', '1JSV', '1JVP', '1KE5', '1KE6', '1KE7', '1KE8', '1KE9', '1OGU', '1OI9', '1OIQ', '1OIR', '1OIT', '1OIU', '1OIY', '1OKV', '1OKW', '1OL1', '1OL2', '1P2A', '1P5E', '1PF8', '1PKD', '1PW2', '1PXI', '1PXJ', '1PXK', '1PXL', '1PXM', '1PXN', '1PXO', '1PXP', '1PYE', '1QMZ', '1R78', '1URC', '1URW', '1V1K', '1VYW', '1VYZ', '1W0X', '1W8C', '1W98', '1WCC', '1Y8Y', '1Y91', '1YKR', '2A0C', '2A4L', '2B52', '2B53', '2B54', '2B55', '2BHE', '2BHH', '2BKZ', '2BPM', '2BTR', '2BTS', '2C4G', '2C5N', '2C5O', '2C5V', '2C5X', '2C5Y', '2C68', '2C69', '2C6I', '2C6K', '2C6L', '2C6M', '2C6O', '2C6T', '2CCH', '2CCI', '2CJM', '2CLX', '2DS1', '2DUV', '2EXM', '2FVD', '2G9X', '2HIC', '2I40', '2IW6', '2IW8', '2IW9', '2J9M', '2JGZ', '2R3F', '2R3G', '2R3H', '2R3I', '2R3J', '2R3K', '2R3L', '2R3M', '2R3N', '2R3O', '2R3P', '2R3Q', '2R3R', '2R64', '2UUE', '2UZB', '2UZD', '2UZE', '2UZL', '2UZN', '2UZO', '2V0D', '2V22', '2VTA', '2VTH', '2VTI', '2VTJ', '2VTL', '2VTM', '2VTN', '2VTO', '2VTP', '2VTQ', '2VTR', '2VTS', '2VTT', '2VU3', '2VV9', '2W05', '2W06', '2W17', '2W1H', '2WEV', '2WFY', '2WHB', '2WIH', '2WIP', '2WMA', '2WMB', '2WPA', '2WXV', '2X1N', '2XMY', '2XNB', '3BHT', '3BHU', '3BHV', '3DDP', '3DDQ', '3DOG', '3EID', '3EJ1', '3EOC', '3EZR', '3EZV', '3F5X', '3FZ1', '3IG7', '3IGG', '3LE6', '3LFN', '3LFQ', '3LFS', '3MY5', '3NS9', '3PJ8', '3PXF', '3PXQ', '3PXR', '3PXY', '3PXZ', '3PY0', '3PY1', '3QHR', '3QHW', '3QL8', '3QQF', '3QQG', '3QQH', '3QQJ', '3QQK', '3QQL', '3QRT', '3QRU', '3QTQ', '3QTR', '3QTS', '3QTU', '3QTW', '3QTX', '3QTZ', '3QU0', '3QWJ', '3QWK', '3QX2', '3QX4', '3QXO', '3QXP', '3QZF', '3QZG', '3QZH', '3QZI', '3R1Q', '3R1S', '3R1Y', '3R28', '3R6X', '3R71', '3R73', '3R7E', '3R7I', '3R7U', '3R7V', '3R7Y', '3R83', '3R8L', '3R8M', '3R8P', '3R8U', '3R8V', '3R8Z', '3R9D', '3R9H', '3R9N', '3R9O', '3RAH', '3RAI', '3RAK', '3RAL', '3RJC', '3RK5', '3RK7', '3RK9', '3RKB', '3RM6', '3RM7', '3RMF', '3RNI', '3ROY', '3RPO', '3RPR', '3RPV', '3RPY', '3RZB', '3S00', '3S0O', '3S1H', '3S2P', '3SQQ', '3SW4', '3SW7', '3TI1', '3TIY', '3TIZ', '3TNW', '3ULI', '3UNJ', '3UNK', '3WBL', '4ACM', '4BCK', '4BCM', '4BCN', '4BCO', '4BCP', '4BCQ', '4BGH', '4BZD', '4CFM', '4CFN', '4CFU', '4CFV', '4CFW', '4CFX', '4D1X', '4D1Z', '4EK3', '4EK4', '4EK5', '4EK6', '4EK8', '4EOI', '4EOJ', '4EOK', '4EOL', '4EOM', '4EON', '4EOO', '4EOP', '4EOQ', '4EOR', '4EOS', '4ERW', '4EZ3', '4EZ7', '4FKG', '4FKI', '4FKJ', '4FKL', '4FKO', '4FKP', '4FKQ', '4FKR', '4FKS', '4FKT', '4FKU', '4FKV', '4FKW', '4FX3', '4GCJ', '4I3Z', '4II5', '4KD1', '4LYN', '4NJ3', '4RJ3', '5A14', '5AND', '5ANE', '5ANG', '5ANI', '5ANJ', '5ANK', '5ANO', '5CYI', '5D1J', '5FP5', '5FP6', '5IEV', '5IEX', '5IEY', '5IF1', '5JQ5', '5JQ8', '5K4J', '5L2W', '5LMK', '5MHQ', '5NEV', '5OO0', '5OO1', '5OO3', '5OSJ', '5OSM', '5UQ1', '5UQ2', '5UQ3', '6ATH', '6GUB', '6GUC', '6GUE', '6GUF', '6GUH', '6GUK', '6GVA', '6INL', '6JGM', '6OQI', '6P3W', '6Q3B', '6Q3C', '6Q3F', '6Q48', '6Q49', '6Q4A', '6Q4B', '6Q4C', '6Q4D', '6Q4E', '6Q4F', '6Q4G', '6Q4H', '6Q4I', '6Q4J', '6Q4K', '6RIJ', '6SG4', '6YL1', '6YL6', '6YLK', '7ACK', '7B5L', '7B5R', '7E34', '7KJS', '7NVQ']",cyclin dependent kinase 2
chymase,CMA1,1215,ENSG00000092009,"['1KLT', '1NN6', '1PJP', '1T31', '2HVX', '3N7O', '3S0N', '4AFQ', '4AFS', '4AFU', '4AFZ', '4AG1', '4AG2', '4K2Y', '4K5Z', '4K60', '4K69', '4KP0', '5YJM', '5YJP']",chymase 1
ciliary neurotrophic factor,CNTF,1270,ENSG00000242689,1CNT,ciliary neurotrophic factor
creatine kinase,CKB,1152,ENSG00000166165,"['3B6R', '3DRB', '3DRE', '6V9H']",creatine kinase B
cyclin A,a,50518,ENSMUSG00000027596,,nonagouti
cyclin D-dependent kinase,LOC120210668,120210668,,,cyclin-dependent kinase D-3-like
cyclin-dependent kinase2,Cdkn1a,12575,ENSMUSG00000023067,,cyclin-dependent kinase inhibitor 1A (P21)
cyclinA,Ccna2,101835930,ENSMAUG00000018247,,cyclin A2
cyclins A,a,50518,ENSMUSG00000027596,,nonagouti
cyclooxygenase-2,cox-2,100136025,ENSOMYG00000005747,,cyclooxygenase-2
cytokine receptor gamma chain,RECEPTOR,443145,,,neuropilin-1
dTBP,Tbp,37476,FBgn0003687,,TATA binding protein
dTFIID,Tbp,37476,FBgn0003687,,TATA binding protein
decorin,DCN,1634,ENSG00000011465,,decorin
decoy receptor 3,RECEPTOR,443145,,,neuropilin-1
delta-catenin,ARVCF,421,ENSG00000099889,,ARVCF delta catenin family member
dipeptidyl peptidase IV,IV,8114,,,"inversus situs, viscerum"
dystrophin,DMD,1756,ENSG00000198947,"['1DXX', '1EG3', '1EG4', '3UUN']",dystrophin
dystrophin related protein,DRP2,1821,ENSG00000102385,,dystrophin related protein 2
eip1,LOC4327432,4327432,Os01g0831200,,BAG family molecular chaperone regulator 4
elastin,ELN,2006,ENSG00000049540,,elastin
endothelin-1,EDN1,1906,ENSG00000078401,"['1EDN', '1EDP', '1T7H', '1V6R', '5GLH', '6DK5']",endothelin 1
eotaxin-2,LOC102081935,102081935,,,eotaxin
eotaxin-3,LOC116733420,116733420,,,eotaxin-like
epidermal growth factor,EGF,1950,ENSG00000138798,"['1IVO', '1JL9', '1NQL', '1P9J', '2KV4', '3NJP']",epidermal growth factor
epidermal growth factor receptor,RECEPTOR,443145,,,neuropilin-1
erythropoietin,EPO,2056,ENSG00000130427,"['1BUY', '1CN4', '1EER']",erythropoietin
erythropoietin (EPO) receptor,RECEPTOR,443145,,,neuropilin-1
erythropoietin receptor,RECEPTOR,443145,,,neuropilin-1
fibroblast growth factor receptor 2,RECEPTOR,443145,,,neuropilin-1
fibroblast growth factor receptor 3,RECEPTOR,443145,,,neuropilin-1
fibroblast growth factor-7,FGF7,2252,ENSG00000140285,,fibroblast growth factor 7
fibromodulin,FMOD,2331,ENSG00000122176,5MX0,fibromodulin
fibronectin,FN1,2335,ENSG00000115414,"['1E88', '1E8B', '1FBR', '1FNA', '1FNF', '1FNH', '1J8K', '1O9A', '1OWW', '1Q38', '1QGB', '1QO6', '1TTF', '1TTG', '2CG6', '2CG7', '2CK2', '2CKU', '2EC3', '2FN2', '2FNB', '2GEE', '2H41', '2H45', '2HA1', '2MNU', '2N1K', '2OCF', '2RKY', '2RKZ', '2RL0', '3CAL', '3EJH', '3GXE', '3M7P', '3MQL', '3R8Q', '3T1W', '3ZRZ', '4GH7', '4JE4', '4JEG', '4LXO', '4MMX', '4MMY', '4MMZ', '4PZ5', '5DC0', '5DC4', '5DC9', '5DFT', '5J6Z', '5J7C', '5M0A', '5N47', '5N48', '6HNF', '6MFA', '6MSV', '6NAJ', '6XAX', '6XAY', '7NWL']",fibronectin 1
gammac,Crygc,100337641,ENSCPOG00000000186,,crystallin gamma C
gastrin,gastrin,103173862,ENSCMIG00000002927,,gastrin/cholecystokinin-like peptide
gelatinase A,a,50518,ENSMUSG00000027596,,nonagouti
glial fibrillary acidic protein,GFAP,2670,ENSG00000131095,6A9P,glial fibrillary acidic protein
glut 1,gluT,2700445,,,tRNA
glutamine synthetase,Gm12008,102632442,,,glutamine synthetase-like
gp 130,gp,14722,,,gaping lids
gp120,gp120,16186250,,,hypothetical protein
gp91-phox,GP91-PHOX,397108,ENSSSCG00000036246,,NADPH oxidase heavy chain subunit
granulocyte-macrophage colony-stimulating factor,GM-CSF,100137216,,,granulocyte-macrophage colony-stimulating factor
granulysin,GNLY,10578,ENSG00000115523,1L9L,granulysin
hGITRL,TNFSF18,8995,ENSG00000120337,"['2Q1M', '2R30', '2R32', '3B93', '3B94', '7KHD']",TNF superfamily member 18
hIL-10,IL10RA,3587,ENSG00000110324,"['1J7V', '1LQS', '1Y6K', '1Y6M', '1Y6N', '5IXI', '6X93']",interleukin 10 receptor subunit alpha
hIL-10R,IL10RA,3587,ENSG00000110324,"['1J7V', '1LQS', '1Y6K', '1Y6M', '1Y6N', '5IXI', '6X93']",interleukin 10 receptor subunit alpha
hIL-6,hil-6,186584,WBGene00001857,,Putative histone H1.6
hPRL,PRLR,5618,ENSG00000113494,"['1BP3', '2LFG', '2N7I', '3D48', '3MZG', '3N06', '3N0P', '3NCB', '3NCC', '3NCE', '3NCF', '4I18']",prolactin receptor
hTAFII28,HRG_00623,68349752,,,hTAFII28-like protein
hdm-2,hdac3,549637,ENSXETG00000002708,,histone deacetylase 3
herpes virus entry mediator (HVEM)-L,Tnfrsf14,230979,ENSMUSG00000042333,,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"
histone H1,H1,109740,,,histocompatibility 1
human growth hormone,TSHB,7252,ENSG00000134200,,thyroid stimulating hormone subunit beta
ifnar1,IFNAR1,3454,ENSG00000142166,"['3S98', '3SE3', '3SE4', '4PO6']",interferon alpha and beta receptor subunit 1
ifnar2,IFNAR2,3455,ENSG00000159110,"['1N6U', '1N6V', '2HYM', '2KZ1', '2LAG', '3S8W', '3S9D', '3SE3', '3SE4']",interferon alpha and beta receptor subunit 2
immunoreceptor tyrosine-based activation motif,NFAM1,150372,ENSG00000235568,,NFAT activating protein with ITAM motif 1
insulin,INS,3630,ENSG00000254647,"['1A7F', '1AI0', '1AIY', '1B9E', '1BEN', '1EFE', '1EV3', '1EV6', '1EVR', '1FU2', '1FUB', '1G7A', '1G7B', '1GUJ', '1HIQ', '1HIS', '1HIT', '1HLS', '1HTV', '1HUI', '1IOG', '1IOH', '1J73', '1JCA', '1JCO', '1JK8', '1K3M', '1KMF', '1LKQ', '1LPH', '1MHI', '1MHJ', '1MSO', '1OS3', '1OS4', '1Q4V', '1QIY', '1QIZ', '1QJ0', '1RWE', '1SF1', '1SJT', '1SJU', '1T0C', '1T1K', '1T1P', '1T1Q', '1TRZ', '1TYL', '1TYM', '1UZ9', '1VKT', '1W8P', '1XDA', '1XGL', '1XW7', '1ZEG', '1ZEH', '1ZNJ', '2AIY', '2C8Q', '2C8R', '2CEU', '2G54', '2G56', '2H67', '2HH4', '2HHO', '2HIU', '2JMN', '2JUM', '2JUU', '2JUV', '2JV1', '2JZQ', '2K91', '2K9R', '2KJJ', '2KJU', '2KQP', '2KQQ', '2KXK', '2L1Y', '2L1Z', '2LGB', '2LWZ', '2M1D', '2M1E', '2M2M', '2M2N', '2M2O', '2M2P', '2MLI', '2MPG', '2MPI', '2MVC', '2MVD', '2N2V', '2N2W', '2N2X', '2OLY', '2OLZ', '2OM0', '2OM1', '2OMG', '2OMH', '2OMI', '2OMQ', '2QIU', '2R34', '2R35', '2R36', '2RN5', '2VJZ', '2VK0', '2W44', '2WBY', '2WC0', '2WRU', '2WRV', '2WRW', '2WRX', '2WS0', '2WS1', '2WS4', '2WS6', '2WS7', '3AIY', '3BXQ', '3E7Y', '3E7Z', '3EXX', '3FQ9', '3HYD', '3I3Z', '3I40', '3ILG', '3INC', '3IR0', '3JSD', '3KQ6', '3P2X', '3P33', '3Q6E', '3ROV', '3TT8', '3U4N', '3UTQ', '3UTS', '3UTT', '3V19', '3V1G', '3W11', '3W12', '3W13', '3W7Y', '3W7Z', '3W80', '3ZI3', '3ZQR', '3ZS2', '3ZU1', '4AIY', '4AJX', '4AJZ', '4AK0', '4AKJ', '4CXL', '4CXN', '4CY7', '4EFX', '4EWW', '4EWX', '4EWZ', '4EX0', '4EX1', '4EXX', '4EY1', '4EY9', '4EYD', '4EYN', '4EYP', '4F0N', '4F0O', '4F1A', '4F1B', '4F1C', '4F1D', '4F1F', '4F1G', '4F4T', '4F4V', '4F51', '4F8F', '4FG3', '4FKA', '4GBC', '4GBI', '4GBK', '4GBL', '4GBN', '4IUZ', '4IYD', '4IYF', '4NIB', '4OGA', '4P65', '4RXW', '4UNE', '4UNG', '4UNH', '4WDI', '4XC4', '4Y19', '4Y1A', '4Z76', '4Z77', '4Z78', '5AIY', '5BOQ', '5BPO', '5BQQ', '5BTS', '5C0D', '5CJO', '5CNY', '5CO2', '5CO6', '5CO9', '5E7W', '5EMS', '5EN9', '5ENA', '5HPR', '5HPU', '5HQI', '5HRQ', '5HYJ', '5MAM', '5MHD', '5MT3', '5MT9', '5MWQ', '5T7R', '5UDP', '5UOZ', '5UQA', '5URT', '5URU', '5USP', '5USS', '5USV', '5UU2', '5UU3', '5UU4', '5VIZ', '5WBT', '5WDM', '5WOB', '6B3Q', '6B70', '6BFC', '6CE7', '6CE9', '6CEB', '6CK2', '6GNQ', '6GV0', '6H3M', '6HN5', '6JK8', '6JR3', '6K59', '6NWV', '6O17', '6P4Z', '6S34', '6S4I', '6S4J', '6SOF', '6TC2', '6TYH', '6U46', '6VEP', '6VER', '6VES', '6VET', '6X4X', '6Z7W', '6Z7Y', '7BW7', '7BW8', '7BWA', '7NHU']",insulin
insulin receptor,RECEPTOR,443145,,,neuropilin-1
insulin receptor substrate 1,RECEPTOR,443145,,,neuropilin-1
insulin receptor substrate-1,RECEPTOR,443145,,,neuropilin-1
insulin-like growth factor-I,Igf1r,16001,ENSMUSG00000005533,6PYH,insulin-like growth factor I receptor
insulin-like growth factor-I (IGF-I) receptor,RECEPTOR,443145,,,neuropilin-1
insulin-like growth factor-I receptor,RECEPTOR,443145,,,neuropilin-1
interferon (IFN)alpha2,LOC122233077,122233077,,,interferon alpha-like
interferon alpha (IFNalpha) receptor,RECEPTOR,443145,,,neuropilin-1
interferon alpha receptor,RECEPTOR,443145,,,neuropilin-1
interferon-gamma,IFNG,3458,ENSG00000111537,"['1EKU', '1FG9', '1FYH', '1HIG', '3BES', '6E3K', '6E3L']",interferon gamma
interferon-gamma inducing factor,IL18,100861190,ENSCHIG00000020991,,interleukin 18
interleukin (IL) 2 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin (IL)-13,Il1,111343,,,interleukin 1 complex
interleukin (IL)-8,Il1,111343,,,interleukin 1 complex
interleukin 10 (IL-10) receptor,RECEPTOR,443145,,,neuropilin-1
interleukin 13 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin 13 receptor alpha chain,RECEPTOR,443145,,,neuropilin-1
interleukin 1alpha,IL1A,101691850,,,interleukin 1 alpha
interleukin 2 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin-1 beta-converting enzyme,CASP4,493961,ENSFCAG00000005921,,caspase 4
interleukin-1 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin-10,IL10,3586,ENSG00000136634,"['1ILK', '1INR', '1J7V', '1LK3', '1Y6K', '2H24', '2ILK', '6X93']",interleukin 10
interleukin-10 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin-15,IL15,3600,ENSG00000164136,"['2XQB', '2Z3Q', '2Z3R', '4GS7']",interleukin 15
interleukin-1beta,LOC102448244,102448244,,,interleukin-1 beta
interleukin-1beta (IL-1beta) converting enzyme,Casp1,25166,ENSRNOG00000007372,,caspase 1
interleukin-1beta converting enzyme,casp1.L,397719,,,caspase 1 L homeolog
interleukin-2,IL2,3558,ENSG00000109471,"['1ILM', '1ILN', '1IRL', '1M47', '1M48', '1M49', '1M4A', '1M4B', '1M4C', '1NBP', '1PW6', '1PY2', '1QVN', '1Z92', '2B5I', '2ERJ', '3INK', '3QAZ', '3QB1', '4NEJ', '4NEM', '5LQB', '5M5E', '5UTZ', '6LX3', '6LXW', '6VWU', '6YE3', '7DR4']",interleukin 2
interleukin-2 (IL-2) receptor,RECEPTOR,443145,,,neuropilin-1
interleukin-2 receptor,RECEPTOR,443145,,,neuropilin-1
interleukin-3,IL3,3562,ENSG00000164399,"['1JLI', '5UV8', '5UWC', '6NMY']",interleukin 3
interleukin-6,IL6,3569,ENSG00000136244,"['1ALU', '1IL6', '1N2Q', '1P9M', '2IL6', '4CNI', '4J4L', '4NI7', '4NI9', '4O9H', '4ZS7', '5FUC', '7NXZ']",interleukin 6
interleukin-6 receptor,RECEPTOR,443145,,,neuropilin-1
ith,cgd3_510,3373799,,,"fucose translocatorw ith 8 transmembrane domains, within locus of 3 paralogous genes"
junB,JUNB,3726,ENSG00000171223,,"JunB proto-oncogene, AP-1 transcription factor subunit"
keratinocyte growth factor,FGF7,102261751,,,fibroblast growth factor 7
keratinocyte growth factor receptor,RECEPTOR,443145,,,neuropilin-1
kinase insert domain-containing receptor,RECEPTOR,443145,,,neuropilin-1
laminin-5,LAMA5,102774792,,,laminin subunit alpha 5
leukemia inhibitory factor,Lif,16878,ENSMUSG00000034394,"['1A7M', '1LKI']",leukemia inhibitory factor
lymphotoxin beta receptor,RECEPTOR,443145,,,neuropilin-1
lymphotoxin-alpha,LTA,4049,,"['1TNR', '4MXV', '4MXW']",lymphotoxin alpha
lymphotoxin-beta,LTB,4050,,4MXW,lymphotoxin beta
mIL-10R,Il10ra,16154,ENSMUSG00000032089,,"interleukin 10 receptor, alpha"
macrophage inflammatory protein (MIP)-1alpha,CCL4L1,574217,ENSMMUG00000020102,,chemokine (C-C motif) ligand 4-like 1
matrix metalloprotease-2,LOC123030660,123030660,,,epididymal sperm-binding protein 1-like
mdm-2,NLGN2,100016144,,,neuroligin 2
mitogen-activated protein-serine (MAP) kinases,DUSP9,1852,ENSG00000130829,"['2HXP', '3LJ8']",dual specificity phosphatase 9
monocyte chemoattractant protein-3,Mcpt3,100379541,ENSCPOG00000013035,,mast cell protease 3
myeloproliferative leukemia virus receptor,RECEPTOR,443145,,,neuropilin-1
myogenic basic helix-loop-helix,MYF5,443159,,,myogenic factor 5
myogenin,MYOG,4656,ENSG00000122180,,myogenin
natural resistance-associated protein,LOC118309808,118309808,,,natural resistance-associated macrophage protein 2-like
nerve growth factor,NGF,4803,ENSG00000134259,"['1SG1', '1WWW', '2IFG', '4EDW', '4EDX', '4ZBN', '5JZ7', '6YW8']",nerve growth factor
neuregulin-2,NRG2,9542,ENSG00000158458,,neuregulin 2
neuropilin-1,NRP1,8829,ENSG00000099250,"['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC']",neuropilin 1
neurotrophin TRKB receptor,RECEPTOR,443145,,,neuropilin-1
neurotrophin-3,NTF3,4908,ENSG00000185652,"['1B8K', '1BND', '1NT3', '3BUK']",neurotrophin 3
nuclear factor-kappaB,,ENSCAFG00020010326,ENSCAFG00020010326,,nuclear factor related to kappaB binding protein
nucleolin,NCL,4691,ENSG00000115053,"['2FC8', '2FC9', '2KRR']",nucleolin
p0071,pkp4,780351,ENSXETG00000010376,,plakophilin 4
p107,16-3p107,6654057,,,p107
p120GAP,RASA1,282032,ENSBTAG00000009565,,RAS p21 protein activator 1
p140trk (trkA) tyrosine kinase receptor,RECEPTOR,443145,,,neuropilin-1
p16INK4a,cdkn2a/b,103182848,ENSCMIG00000011795,,"cyclin-dependent kinase inhibitor 2A/B (p15, inhibits CDK4)"
p21CIP1,cdkn1a,100038054,ENSXETG00000024887,,cyclin-dependent kinase inhibitor 1A
p21rac,Chn1,84030,ENSRNOG00000017939,,chimerin 1
p21ras,LOC367858,367858,ENSRNOG00000018301,,similar to GTPase HRas precursor (Transforming protein p21) (p21ras) (H-Ras-1) (c-H-ras)
p22-phox,p22-phox,100301566,ENSOMYG00000039445,,cytochrome b558 alpha-subunit
p300,EP300,2033,ENSG00000100393,"['1L3E', '1P4Q', '2K8F', '2MH0', '2MZD', '3BIY', '3I3J', '3IO2', '3P57', '3T92', '4BHW', '4PZR', '4PZS', '4PZT', '5BT3', '5KJ2', '5LKT', '5LKU', '5LKX', '5LKZ', '5LPK', '5LPM', '5NU5', '5XZC', '6DS6', '6FGN', '6FGS', '6GYR', '6GYT', '6K4N', '6PF1', '6PGU', '6V8B', '6V8K', '6V8N', '6V90', '7LJE']",E1A binding protein p300
p34cdc2,,TraesCS5A02G521700,TraesCS5A02G521700,,p34cdc2
p47-phox,NCF1,101320246,,,neutrophil cytosolic factor 1
